ID,Age,Salary,Employment Type,Join Date,Complex Info,CI_Part1,CI_Part2,CI_Part3,Comments,Address,Street,City,Country
180,59.0,65703.68,Part-time,2023-09-03 22:34:08.744175,3-CD-485,3,CD,485,Average,"9510 Main St, Illinois, Australia",9510 Main St,Illinois,
181,62.0,44971.34,Contract,2023-10-21 22:34:08.744178,4-DA-430,4,DA,430,Poor,"5708 Main St, New York, Australia",5708 Main St,New York,
182,23.0,29884.03,Full-time,2023-10-15 22:34:08.744181,1-EE-129,1,EE,129,Average,"4422 Main St, California, USA",4422 Main St,California,USA
183,45.0,61154.78,Contract,2023-08-01 22:34:08.744184,3-DC-152,3,DC,152,Good,"2124 Main St, Illinois, USA",2124 Main St,Illinois,USA
184,45.0,46926.85,Contract,2023-12-31 00:00:00.000000,3-AA-728,3,AA,728,Average,"725 Main St, Florida, Australia",725 Main St,Florida,
185,61.0,50470.94,Part-time,2023-06-21 22:34:08.744191,4-BD-375,4,BD,375,,"3491 Main St, California, USA",3491 Main St,California,USA
186,61.0,74113.67,Part-time,2024-01-03 22:34:08.744194,4-EA-144,4,EA,144,Good,"1245 Main St, Texas, United Kingdom",1245 Main St,Texas,UK
187,43.0,49691.59,Part-time,2024-01-12 22:34:08.744197,2-CE-972,2,CE,972,,"4575 Main St, Florida, Australia",4575 Main St,Florida,
188,47.0,54337.76,Contract,2023-11-13 22:34:08.744201,5-AD-326,5,AD,326,Poor,"6807 Main St, Florida, USA",6807 Main St,Florida,USA
189,28.0,32316.15,Freelance,2023-07-19 22:34:08.744204,5-AA-671,5,AA,671,Average,"4510 Main St, Illinois, USA",4510 Main St,Illinois,USA
190,45.0,46704.96,Contract,2024-01-14 22:34:08.744207,4-CA-560,4,CA,560,Good,"1953 Main St, New York, Australia",1953 Main St,New York,
191,42.0,59142.89,Part-time,2023-08-18 22:34:08.744211,3-EC-520,3,EC,520,Average,"2914 Main St, New York, United Kingdom",2914 Main St,New York,UK
192,56.0,26669.39,Contract,2023-09-20 22:34:08.744215,3-CE-486,3,CE,486,,"4497 Main St, Texas, USA",4497 Main St,Texas,USA
193,50.0,53012.68,Part-time,2023-03-20 22:34:08.744218,5-DC-589,5,DC,589,Good,"1111 Main St, Illinois, USA",1111 Main St,Illinois,USA
194,18.0,51511.87,Part-time,2023-08-19 22:34:08.744222,3-AE-627,3,AE,627,,"9832 Main St, California, United Kingdom",9832 Main St,California,UK
195,44.0,50619.31,Full-time,2023-06-14 22:34:08.744226,5-AD-410,5,AD,410,Good,"5798 Main St, Illinois, Australia",5798 Main St,Illinois,
196,69.0,65557.38,Freelance,2023-03-03 22:34:08.744230,4-DC-623,4,DC,623,Poor,"5738 Main St, California, Canada",5738 Main St,California,Canada
197,43.0,55016.58,Part-time,2023-12-31 00:00:00.000000,3-DC-363,3,DC,363,Poor,"7573 Main St, Illinois, USA",7573 Main St,Illinois,USA
198,58.0,72171.08,Full-time,2023-08-19 22:34:08.744238,4-BB-859,4,BB,859,Average,"5803 Main St, Texas, USA",5803 Main St,Texas,USA
199,20.0,35096.16,Freelance,2023-03-18 22:34:08.744242,4-AE-849,4,AE,849,,"1715 Main St, Texas, Australia",1715 Main St,Texas,
200,56.0,52038.87,Part-time,2024-01-28 22:34:08.744246,1-EC-563,1,EC,563,,"9751 Main St, California, Canada",9751 Main St,California,Canada
201,23.0,51267.0,Freelance,2023-09-11 22:34:08.744249,5-DD-888,5,DD,888,Good,"422 Main St, California, USA",422 Main St,California,USA
202,25.0,33961.18,Freelance,2023-12-31 00:00:00.000000,4-CE-391,4,CE,391,Poor,"2196 Main St, Florida, Canada",2196 Main St,Florida,Canada
203,44.0,64344.43,Contract,2023-03-21 22:34:08.744257,3-EB-920,3,EB,920,Average,"8487 Main St, New York, USA",8487 Main St,New York,USA
204,26.0,84870.1,Full-time,2023-11-09 22:34:08.744261,4-AC-340,4,AC,340,Poor,"4851 Main St, California, Australia",4851 Main St,California,
205,54.0,49744.91,Freelance,2023-12-31 00:00:00.000000,4-BB-764,4,BB,764,,"4223 Main St, New York, USA",4223 Main St,New York,USA
206,50.0,57575.32,Contract,2023-09-24 22:34:08.744268,4-BE-739,4,BE,739,Average,"5406 Main St, New York, Canada",5406 Main St,New York,Canada
207,68.0,51267.78,Freelance,2023-06-05 22:34:08.744271,3-AC-134,3,AC,134,Poor,"5123 Main St, Texas, United Kingdom",5123 Main St,Texas,UK
208,43.0,39296.23,Contract,2023-04-11 22:34:08.744275,1-CA-130,1,CA,130,Poor,"540 Main St, California, Australia",540 Main St,California,
209,61.0,22688.6,Part-time,2023-09-24 22:34:08.744279,2-CE-448,2,CE,448,Good,"144 Main St, New York, United Kingdom",144 Main St,New York,UK
210,41.0,39413.4,Part-time,2024-01-23 22:34:08.744282,1-CA-452,1,CA,452,Good,"4067 Main St, California, USA",4067 Main St,California,USA
211,32.0,29120.62,Contract,2023-08-11 22:34:08.744286,4-DE-821,4,DE,821,,"1488 Main St, Florida, USA",1488 Main St,Florida,USA
212,49.0,75561.53,Part-time,2023-12-31 00:00:00.000000,2-CD-944,2,CD,944,Poor,"9653 Main St, California, Australia",9653 Main St,California,
213,49.0,48273.35,Part-time,2023-04-04 22:34:08.744293,5-EE-632,5,EE,632,Good,"9937 Main St, Florida, USA",9937 Main St,Florida,USA
214,41.0,44811.21,Part-time,2023-09-08 22:34:08.744297,5-AE-527,5,AE,527,Poor,"7119 Main St, California, Canada",7119 Main St,California,Canada
215,58.0,63337.31,Freelance,2023-02-17 22:34:08.744301,2-ED-579,2,ED,579,Average,"7306 Main St, New York, USA",7306 Main St,New York,USA
216,69.0,33173.73,Contract,2023-06-10 22:34:08.744305,2-CB-754,2,CB,754,Poor,"7441 Main St, California, USA",7441 Main St,California,USA
217,66.0,38497.04,Full-time,2023-12-15 22:34:08.744308,2-AE-292,2,AE,292,Poor,"4253 Main St, New York, USA",4253 Main St,New York,USA
218,66.0,51021.08,Full-time,2023-08-04 22:34:08.744312,1-AB-657,1,AB,657,,"2546 Main St, Florida, Australia",2546 Main St,Florida,
219,69.0,65431.53,Contract,2024-01-19 22:34:08.744315,2-AC-423,2,AC,423,Average,"1591 Main St, Texas, United Kingdom",1591 Main St,Texas,UK
220,29.0,57525.28,Freelance,2023-12-31 22:34:08.744333,3-CB-747,3,CB,747,Average,"5914 Main St, USA",5914 Main St,USA,
221,56.0,53724.88,Part-time,2023-12-31 00:00:00.000000,1-AC-977,1,AC,977,Good,"1948 Main St, Texas, United Kingdom",1948 Main St,Texas,UK
222,43.0,51171.77,Part-time,2023-12-22 22:34:08.744341,1-BC-452,1,BC,452,Average,"5819 Main St, California, United Kingdom",5819 Main St,California,UK
223,20.0,56003.54,Freelance,2023-12-31 00:00:00.000000,1-EB-791,1,EB,791,,"4512 Main St, Illinois, Canada",4512 Main St,Illinois,Canada
224,66.0,53024.79,Full-time,2023-10-16 22:34:08.744348,2-BC-290,2,BC,290,Good,"8645 Main St, Texas, Australia",8645 Main St,Texas,
225,54.0,34550.42,Contract,2023-03-09 22:34:08.744352,4-BA-770,4,BA,770,Poor,"6118 Main St, California, Canada",6118 Main St,California,Canada
226,66.0,50691.19,Contract,2023-05-21 22:34:08.744356,2-BC-924,2,BC,924,Average,"7666 Main St, New York, USA",7666 Main St,New York,USA
227,34.0,33894.67,Freelance,2023-12-31 00:00:00.000000,5-EB-845,5,EB,845,Poor,"9128 Main St, USA",9128 Main St,USA,
228,43.0,51216.24,Part-time,2023-11-05 22:34:08.744363,5-AD-216,5,AD,216,Good,"6916 Main St, New York, United Kingdom",6916 Main St,New York,UK
229,43.0,42790.28,Part-time,2023-03-27 22:34:08.744367,1-AE-472,1,AE,472,Average,"395 Main St, Florida, United Kingdom",395 Main St,Florida,UK
230,19.0,49936.97,Part-time,2023-10-26 22:34:08.744371,1-AC-114,1,AC,114,Good,"9416 Main St, Illinois, Canada",9416 Main St,Illinois,Canada
231,45.0,49401.58,Contract,2023-08-21 22:34:08.744374,2-CD-136,2,CD,136,Good,"7547 Main St, Texas, United Kingdom",7547 Main St,Texas,UK
232,40.0,28936.41,Full-time,2023-08-26 22:34:08.744378,3-AE-810,3,AE,810,Average,"5489 Main St, Texas, USA",5489 Main St,Texas,USA
233,54.0,47987.3,Contract,2023-11-23 22:34:08.744382,1-DD-191,1,DD,191,Average,"301 Main St, Illinois, USA",301 Main St,Illinois,USA
234,49.0,57790.38,Freelance,2023-12-01 22:34:08.744386,3-BC-161,3,BC,161,Good,"4824 Main St, New York, USA",4824 Main St,New York,USA
235,50.0,75100.46,Contract,2023-04-25 22:34:08.744390,1-EA-272,1,EA,272,,"1143 Main St, New York, Australia",1143 Main St,New York,
236,18.0,41158.21,Freelance,2023-04-16 22:34:08.744394,4-EB-260,4,EB,260,Average,"3308 Main St, Florida, United Kingdom",3308 Main St,Florida,UK
237,36.0,26263.58,Contract,2023-10-18 22:34:08.744398,3-EC-688,3,EC,688,Good,"3347 Main St, California, United Kingdom",3347 Main St,California,UK
238,19.0,49936.97,Full-time,2023-12-31 00:00:00.000000,5-CD-267,5,CD,267,Poor,"3024 Main St, Florida, Canada",3024 Main St,Florida,Canada
239,61.0,29291.02,Freelance,2023-08-21 22:34:08.744405,3-DB-181,3,DB,181,Poor,"4396 Main St, Texas, Canada",4396 Main St,Texas,Canada
240,43.0,43457.67,Part-time,2024-02-04 22:34:08.744408,2-EE-474,2,EE,474,Average,"3530 Main St, New York, USA",3530 Main St,New York,USA
241,49.0,49936.97,Part-time,2023-09-23 22:34:08.744411,1-DA-797,1,DA,797,Average,"358 Main St, California, USA",358 Main St,California,USA
242,23.0,48955.5,Contract,2023-09-29 22:34:08.744414,1-BD-734,1,BD,734,Poor,"9949 Main St, Texas, USA",9949 Main St,Texas,USA
243,49.0,60337.47,Contract,2023-09-13 22:34:08.744417,4-AB-920,4,AB,920,Good,"6221 Main St, Florida",6221 Main St,Florida,
244,21.0,39745.49,Full-time,2023-09-02 22:34:08.744420,2-EE-762,2,EE,762,Good,"5469 Main St, Texas, Australia",5469 Main St,Texas,
245,28.0,45894.06,Full-time,2023-06-05 22:34:08.744423,3-AE-250,3,AE,250,Good,"6971 Main St, California, Australia",6971 Main St,California,
246,34.0,49785.94,Part-time,2023-10-15 22:34:08.744426,3-BE-369,3,BE,369,,"3126 Main St, California, Canada",3126 Main St,California,Canada
247,55.0,52243.97,Contract,2023-05-29 22:34:08.744430,4-DC-697,4,DC,697,Average,"1311 Main St, Illinois, USA",1311 Main St,Illinois,USA
248,41.0,51467.41,Freelance,2023-03-31 22:34:08.744433,2-DC-598,2,DC,598,,"3545 Main St, Florida, USA",3545 Main St,Florida,USA
249,22.0,56540.09,Full-time,2023-10-30 22:34:08.744436,1-DA-910,1,DA,910,,"675 Main St, California, USA",675 Main St,California,USA
250,69.0,49936.97,Freelance,2023-05-15 22:34:08.744439,4-BE-964,4,BE,964,,"9504 Main St, Illinois, USA",9504 Main St,Illinois,USA
251,51.0,55889.51,Freelance,2024-01-01 22:34:08.744442,4-AC-715,4,AC,715,,"8557 Main St, Illinois, Canada",8557 Main St,Illinois,Canada
252,23.0,56803.78,Full-time,2023-09-10 22:34:08.744445,1-EA-257,1,EA,257,Good,"5558 Main St, Florida, Australia",5558 Main St,Florida,
253,39.0,26266.65,Contract,2023-11-19 22:34:08.744448,1-EA-663,1,EA,663,Average,"4002 Main St, New York, Canada",4002 Main St,New York,Canada
254,28.0,50753.42,Freelance,2023-08-31 22:34:08.744451,1-DE-556,1,DE,556,Average,"8592 Main St, Texas, USA",8592 Main St,Texas,USA
255,65.0,49936.97,Contract,2023-05-29 22:34:08.744454,5-AD-883,5,AD,883,,"6127 Main St, New York, Australia",6127 Main St,New York,
256,33.0,60934.12,Freelance,2023-11-04 22:34:08.744457,4-CE-701,4,CE,701,Average,"3837 Main St, Florida, USA",3837 Main St,Florida,USA
257,50.0,39614.74,Contract,2023-10-06 22:34:08.744460,5-EC-593,5,EC,593,Poor,"4927 Main St, Texas, USA",4927 Main St,Texas,USA
258,26.0,40114.41,Contract,2023-07-07 22:34:08.744463,5-AC-868,5,AC,868,Good,"4713 Main St, California, USA",4713 Main St,California,USA
259,23.0,49936.97,Contract,2024-01-06 22:34:08.744466,3-AB-761,3,AB,761,Average,"8871 Main St, Illinois, Australia",8871 Main St,Illinois,
260,33.0,49936.97,Contract,2023-12-31 00:00:00.000000,2-AA-825,2,AA,825,Good,"3355 Main St, Florida, Canada",3355 Main St,Florida,Canada
261,46.0,65508.22,Full-time,2023-12-26 22:34:08.744473,2-CD-351,2,CD,351,Poor,"6499 Main St, Illinois, Canada",6499 Main St,Illinois,Canada
262,20.0,43888.1,Freelance,2023-07-28 22:34:08.744476,3-BA-584,3,BA,584,Good,"1981 Main St, Florida, United Kingdom",1981 Main St,Florida,UK
263,37.0,63619.43,Contract,2023-06-04 22:34:08.744479,5-BC-724,5,BC,724,Poor,"2861 Main St, California",2861 Main St,California,
264,53.0,49936.97,Part-time,2023-11-20 22:34:08.744483,3-AA-939,3,AA,939,,"6722 Main St, California, Australia",6722 Main St,California,
265,36.0,48135.71,Freelance,2023-08-19 22:34:08.744486,4-EA-735,4,EA,735,Average,"3497 Main St, Illinois, Australia",3497 Main St,Illinois,
266,43.0,46829.24,Freelance,2023-09-20 22:34:08.744490,4-AE-912,4,AE,912,,"707 Main St, California, United Kingdom",707 Main St,California,UK
267,20.0,61199.17,Contract,2023-12-28 22:34:08.744493,5-EA-361,5,EA,361,Average,"6689 Main St, Texas, Australia",6689 Main St,Texas,
268,36.0,49936.97,Freelance,2023-03-24 22:34:08.744497,1-EA-856,1,EA,856,,"8937 Main St, Texas, Canada",8937 Main St,Texas,Canada
269,37.0,84137.38,Part-time,2023-07-23 22:34:08.744501,4-EB-744,4,EB,744,Poor,"7014 Main St, New York, United Kingdom",7014 Main St,New York,UK
270,49.0,37216.63,Part-time,2023-03-09 22:34:08.744505,3-DA-410,3,DA,410,Average,"7729 Main St, Florida, United Kingdom",7729 Main St,Florida,UK
271,24.0,57771.53,Part-time,2023-08-21 22:34:08.744509,3-AD-418,3,AD,418,,"826 Main St, Texas, Australia",826 Main St,Texas,
272,69.0,42061.98,Freelance,2023-12-18 22:34:08.744513,4-BD-528,4,BD,528,Good,"3671 Main St, New York, USA",3671 Main St,New York,USA
273,43.0,36960.7,Freelance,2023-07-09 22:34:08.744517,2-BC-900,2,BC,900,Good,"8691 Main St, Illinois, Australia",8691 Main St,Illinois,
274,50.0,49836.99,Contract,2024-01-24 22:34:08.744521,2-EB-812,2,EB,812,,"931 Main St, Florida, USA",931 Main St,Florida,USA
275,57.0,52060.29,Freelance,2023-04-23 22:34:08.744524,3-AD-130,3,AD,130,Poor,"8836 Main St, California, USA",8836 Main St,California,USA
276,56.0,93772.6,Freelance,2023-05-04 22:34:08.744528,2-ED-479,2,ED,479,,"1722 Main St, New York, United Kingdom",1722 Main St,New York,UK
277,35.0,47237.81,Contract,2023-03-20 22:34:08.744531,1-DD-816,1,DD,816,Good,"9166 Main St, Texas, Australia",9166 Main St,Texas,
278,57.0,33047.32,Part-time,2023-05-23 22:34:08.744535,3-AB-469,3,AB,469,Average,"313 Main St, Illinois, USA",313 Main St,Illinois,USA
279,18.0,54095.16,Contract,2024-01-07 22:34:08.744539,5-CB-397,5,CB,397,Average,"2969 Main St, Illinois, USA",2969 Main St,Illinois,USA
280,28.0,18880.4,Full-time,2023-12-05 22:34:08.744542,1-DA-619,1,DA,619,,"5638 Main St, Illinois, United Kingdom",5638 Main St,Illinois,UK
281,45.0,49936.97,Freelance,2023-03-17 22:34:08.744546,3-AA-432,3,AA,432,Average,"1600 Main St, Texas, USA",1600 Main St,Texas,USA
282,42.0,50240.38,Freelance,2023-08-02 22:34:08.744550,3-AC-399,3,AC,399,Good,"7035 Main St, Illinois, United Kingdom",7035 Main St,Illinois,UK
283,67.0,61919.01,Full-time,2023-12-28 22:34:08.744554,4-AC-448,4,AC,448,Average,"9326 Main St, California, USA",9326 Main St,California,USA
284,40.0,64604.33,Full-time,2023-08-31 22:34:08.744557,1-BB-160,1,BB,160,,"8784 Main St, California, USA",8784 Main St,California,USA
285,48.0,42446.46,Full-time,2023-12-31 00:00:00.000000,3-DE-522,3,DE,522,,"7289 Main St, Illinois, Australia",7289 Main St,Illinois,
286,47.0,47740.79,Contract,2023-10-04 22:34:08.744564,1-EE-519,1,EE,519,,"9691 Main St, Texas, USA",9691 Main St,Texas,USA
287,59.0,38508.19,Part-time,2024-01-06 22:34:08.744568,2-AB-256,2,AB,256,Good,"3454 Main St, Illinois, USA",3454 Main St,Illinois,USA
288,52.0,33079.06,Contract,2023-12-31 22:34:08.744571,1-ED-440,1,ED,440,Poor,"547 Main St, New York, USA",547 Main St,New York,USA
289,24.0,54648.42,Full-time,2023-10-31 22:34:08.744574,1-BE-255,1,BE,255,Average,"2548 Main St, Texas, Australia",2548 Main St,Texas,
290,43.0,30896.22,Contract,2023-06-05 22:34:08.744577,3-CD-500,3,CD,500,,"3986 Main St, Illinois, USA",3986 Main St,Illinois,USA
291,43.0,43780.6,Freelance,2023-07-13 22:34:08.744581,2-EC-559,2,EC,559,Poor,"206 Main St, USA",206 Main St,USA,
292,65.0,35072.39,Contract,2023-12-31 00:00:00.000000,3-CD-338,3,CD,338,,"788 Main St, Florida, Australia",788 Main St,Florida,
293,69.0,58245.25,Full-time,2023-03-30 22:34:08.744587,4-EC-625,4,EC,625,,"5384 Main St, New York, Australia",5384 Main St,New York,
294,66.0,77021.45,Freelance,2023-03-08 22:34:08.744590,1-AB-953,1,AB,953,Good,"1135 Main St, California, Australia",1135 Main St,California,
295,19.0,30476.18,Part-time,2024-01-20 22:34:08.744593,4-BA-197,4,BA,197,Good,"4815 Main St, Florida, Australia",4815 Main St,Florida,
296,18.0,22204.72,Contract,2023-07-07 22:34:08.744596,3-DA-950,3,DA,950,Poor,"2272 Main St, Florida, USA",2272 Main St,Florida,USA
297,43.0,48126.7,Contract,2023-10-09 22:34:08.744599,1-BB-349,1,BB,349,,"6630 Main St, California, Australia",6630 Main St,California,
298,29.0,50235.47,Full-time,2023-11-02 22:34:08.744602,4-BC-751,4,BC,751,Average,"5189 Main St, Texas, Canada",5189 Main St,Texas,Canada
299,22.0,53279.89,Part-time,2023-06-04 22:34:08.744605,2-AB-172,2,AB,172,Average,"3986 Main St, California, USA",3986 Main St,California,USA
300,54.0,43305.19,Freelance,2023-12-31 00:00:00.000000,4-BB-406,4,BB,406,Average,"6242 Main St, Florida, USA",6242 Main St,Florida,USA
301,49.0,46990.41,Full-time,2023-05-26 22:34:08.744611,3-EA-662,3,EA,662,Poor,"1340 Main St, Texas, USA",1340 Main St,Texas,USA
302,43.0,55512.66,Full-time,2023-03-05 22:34:08.744614,2-EE-467,2,EE,467,Good,"1808 Main St, Texas, United Kingdom",1808 Main St,Texas,UK
303,58.0,65606.46,Contract,2023-07-02 22:34:08.744618,1-BC-403,1,BC,403,Poor,"1223 Main St, Florida, Australia",1223 Main St,Florida,
304,52.0,20674.27,Part-time,2023-12-31 00:00:00.000000,5-EA-523,5,EA,523,Good,"3487 Main St, Florida, Canada",3487 Main St,Florida,Canada
305,36.0,44465.91,Full-time,2023-12-31 00:00:00.000000,1-AC-823,1,AC,823,Average,"2523 Main St, Florida, Australia",2523 Main St,Florida,
306,65.0,53207.13,Contract,2023-06-05 22:34:08.744627,5-CD-513,5,CD,513,Average,"3571 Main St, Texas, Canada",3571 Main St,Texas,Canada
307,33.0,36230.36,Freelance,2023-02-21 22:34:08.744630,3-EB-658,3,EB,658,Good,"4582 Main St, Florida, USA",4582 Main St,Florida,USA
308,20.0,75967.54,Full-time,2023-08-09 22:34:08.744633,5-BA-979,5,BA,979,Average,"4943 Main St, Illinois, USA",4943 Main St,Illinois,USA
309,37.0,40468.85,Freelance,2023-11-14 22:34:08.744636,1-EC-251,1,EC,251,Poor,"3488 Main St, California, USA",3488 Main St,California,USA
310,43.0,49380.61,Freelance,2023-07-27 22:34:08.744640,2-DD-694,2,DD,694,Good,"6864 Main St, Illinois",6864 Main St,Illinois,
311,50.0,58340.33,Contract,2023-08-29 22:34:08.744643,5-BD-745,5,BD,745,Average,"4471 Main St, California, United Kingdom",4471 Main St,California,UK
312,41.0,41130.73,Part-time,2023-04-07 22:34:08.744646,2-AB-787,2,AB,787,,"4798 Main St, California, United Kingdom",4798 Main St,California,UK
313,69.0,22301.4,Freelance,2023-04-29 22:34:08.744649,4-AD-289,4,AD,289,Average,"9543 Main St, Illinois, Canada",9543 Main St,Illinois,Canada
314,28.0,43570.18,Full-time,2023-06-08 22:34:08.744653,1-DA-977,1,DA,977,,"8535 Main St, Florida, USA",8535 Main St,Florida,USA
315,66.0,65441.61,Part-time,2023-09-09 22:34:08.744656,3-CC-478,3,CC,478,Average,"3809 Main St, New York, USA",3809 Main St,New York,USA
316,25.0,44946.57,Part-time,2023-08-26 22:34:08.744659,4-BD-135,4,BD,135,,"7461 Main St, New York, United Kingdom",7461 Main St,New York,UK
317,53.0,37303.49,Contract,2023-04-11 22:34:08.744662,2-BA-202,2,BA,202,Average,"6138 Main St, Illinois, United Kingdom",6138 Main St,Illinois,UK
318,55.0,63885.08,Full-time,2023-08-14 22:34:08.744666,2-BA-581,2,BA,581,,"6671 Main St, Illinois, United Kingdom",6671 Main St,Illinois,UK
319,57.0,49936.97,Full-time,2023-03-12 22:34:08.744669,1-BD-702,1,BD,702,Good,"8627 Main St, California, Australia",8627 Main St,California,
320,37.0,42347.59,Contract,2023-07-14 22:34:08.744673,1-CE-785,1,CE,785,Good,"2864 Main St, Texas, Australia",2864 Main St,Texas,
321,52.0,52241.84,Contract,2023-12-25 22:34:08.744676,5-EA-283,5,EA,283,,"1339 Main St, Florida, Canada",1339 Main St,Florida,Canada
322,65.0,61561.25,Part-time,2023-03-04 22:34:08.744680,1-BD-128,1,BD,128,Average,"4936 Main St, Texas, USA",4936 Main St,Texas,USA
323,42.0,85725.7,Freelance,2023-12-09 22:34:08.744683,1-EE-868,1,EE,868,Poor,"3734 Main St, California, United Kingdom",3734 Main St,California,UK
324,52.0,62408.54,Freelance,2023-05-29 22:34:08.744687,4-DB-244,4,DB,244,Poor,"6448 Main St, New York, Australia",6448 Main St,New York,
325,42.0,67397.6,Freelance,2023-05-19 22:34:08.744690,4-CB-115,4,CB,115,Poor,"2883 Main St, Texas, Australia",2883 Main St,Texas,
326,46.0,42410.51,Freelance,2023-12-31 00:00:00.000000,1-DB-234,1,DB,234,Poor,"3526 Main St, Texas, USA",3526 Main St,Texas,USA
327,35.0,34611.98,Full-time,2023-09-26 22:34:08.744697,2-BA-968,2,BA,968,,"9373 Main St, Illinois, Australia",9373 Main St,Illinois,
328,63.0,49936.97,Full-time,2023-09-16 22:34:08.744701,3-ED-387,3,ED,387,Good,"5967 Main St, California, USA",5967 Main St,California,USA
329,35.0,51607.55,Contract,2023-06-29 22:34:08.744704,5-EE-824,5,EE,824,Good,"1506 Main St, Illinois, USA",1506 Main St,Illinois,USA
330,19.0,33822.31,Contract,2023-02-16 22:34:08.744707,3-AA-989,3,AA,989,Poor,"2429 Main St, Florida, USA",2429 Main St,Florida,USA
331,52.0,47370.58,Freelance,2023-09-09 22:34:08.744711,5-CC-264,5,CC,264,Good,"5530 Main St, Texas, Canada",5530 Main St,Texas,Canada
332,33.0,55989.76,Contract,2023-11-26 22:34:08.744714,3-BD-179,3,BD,179,,"5369 Main St, Florida, Australia",5369 Main St,Florida,
333,58.0,55405.9,Full-time,2024-02-02 22:34:08.744718,2-EE-250,2,EE,250,Poor,"4145 Main St, Illinois, Australia",4145 Main St,Illinois,
